3.044597165252941977e+02,2.370441942289022563e+01
3.347171218714135534e+02,4.240146947910928077e+01
7.072862482630084742e+02,4.176268922644682391e+01
1.466092468926894753e+03,6.316719395805930048e+01
1.136203112713904375e+03,1.166749789265819572e+02
8.316051577260626573e+02,9.815488594858955196e+01
2.108257310101602116e+02,4.352545353487402124e+00
8.098747631017178037e+02,1.563580891044921941e+02
4.936880851171518430e+02,7.102912207328495242e+01
5.082391645352440719e+02,7.579125456498859137e+01
