3.332491842808736351e+02,2.580550618915522065e+01
4.096213984751581165e+02,7.297453629551398535e+01
4.629194182179987251e+02,6.157029668030193648e+01
1.256360957695943171e+03,6.678243276839160103e+01
2.565448613986912392e+02,8.222356518292492922e+01
1.592051744440176208e+03,1.346690742437990593e+02
2.461992525187087324e+02,1.632518134032374491e+01
2.554590241811280293e+02,1.158792381176543103e+02
4.903846192066359890e+02,6.225725829925686838e+01
8.239067259497847999e+02,7.317271137919192370e+01
