1.000000000000000000e+00,-inf
1.000000000000000000e+00,5.080521223135292530e-04
1.000000000000000000e+00,5.045088983024470508e-05
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.996342658996582031e-01
1.000000000000000000e+00,1.948703546077013016e-03
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.952977299690246582e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.479339785873889923e-03
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.039652602747082710e-04
1.000000000000000000e+00,9.791036844253540039e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.999992847442626953e-01
1.000000000000000000e+00,9.999151229858398438e-01
1.000000000000000000e+00,9.998630285263061523e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.998965263366699219e-01
1.000000000000000000e+00,9.999998807907104492e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.993433356285095215e-01
1.000000000000000000e+00,4.435548908077180386e-04
1.000000000000000000e+00,1.290952350245788693e-04
1.000000000000000000e+00,9.999803304672241211e-01
1.000000000000000000e+00,2.119470853358507156e-03
1.000000000000000000e+00,2.280344051541760564e-04
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.064737054752185941e-05
1.000000000000000000e+00,9.953324198722839355e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.999991655349731445e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.999980926513671875e-01
1.000000000000000000e+00,2.629255468491464853e-04
1.000000000000000000e+00,3.073991101700812578e-04
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.999876022338867188e-01
1.000000000000000000e+00,9.999581575393676758e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.997816681861877441e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.458037528209388256e-03
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.999998807907104492e-01
1.000000000000000000e+00,9.999971389770507812e-01
1.000000000000000000e+00,9.999973773956298828e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.332879928871989250e-03
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.713902985211461782e-05
1.000000000000000000e+00,1.250346307642757893e-03
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.118200690252706409e-05
1.000000000000000000e+00,3.296451495771179907e-06
1.000000000000000000e+00,7.429648190736770630e-03
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.999834299087524414e-01
1.000000000000000000e+00,4.699480719864368439e-03
1.000000000000000000e+00,9.992319345474243164e-01
1.000000000000000000e+00,5.977192195132374763e-04
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.998923540115356445e-01
1.000000000000000000e+00,9.999701976776123047e-01
1.000000000000000000e+00,9.969620108604431152e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.999998807907104492e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.999366998672485352e-01
